118	.²2 Without cause or ground, causelessly, in vain; नाकस्माच्छाण्डिलीमाता विक्रीणाति तिलैस्तिलान् Pt. 2. 65; न ह्यकस्मात् प्रशंसा स्यात् . MS. 5. 3. 42; अकस्मादेव भर्तृद्वेष्यतां गतासि Dk. 135; नाकस्मादप्रियं वदेत् Y. 1. 132; अथ तु रिंपुरकस्माद् द्वेष्टि नः पुत्रभाण्डे Mv. 2. 44; कथं त्वां त्यजेदकस्मात्पतिरार्यवृत्तः R. 14. 55, 73.
119	{%a.%}
119	[नास्ति काण्डम् अवसरः उचितकालः यस्य]
119	.²1 Accidental, untoward, unexpected, sudden; अकाण्डपाण्डरघनप्रस्पर्धि Mv. 5. 39 -(v. l. अकालपाण्डुर) out of season; पुनंरकाण्डविवर्तनदारुणः U. 4. 15; ˚प्रचण्डकलहयोः U. 6; पततु शिरस्यकाण्डयमदण्ड इवैष भुजः Māl. 5. 31; ˚भङ्गुरतां संसारसुखानां K. 172.
119	.²2 Destitute of stem or stock.
120	{%a.%}
120	suddenly born or produced.
121	irrelevant display of erudition, indignation etc.
122	unexpected occurrence; ˚उपनता कं न लक्ष्मीर्विमोहयेत् Ks. 5. 2.
123	{%a.%}
123	dying as soon as born; perishing soon after birth; H. 4. 83.
124	a sudden attack of colic.
125	{%adv.%}
125	Unexpectedly, all of a sudden; दर्भाङ्कुरेण चरणः क्षत इत्यकाण्डे तन्वी स्थिता Ś. 2. 12; उन्मथ्य मन्थरविवेकमकाण्ड एव Māl. 1. 18; तातस्तु तमकाण्ड एव प्राणहरमप्रतीकारमुपप्लवमुपनतमालोक्य K. 33.
126	{%a.%}
126	[नास्ति कामो यस्य]
126	.²1 Free from desire, affection, love; अकामस्य क्रिया काचिद् दृश्यते नेह कर्हिचित् Ms. 2. 4 everything is an act of his will.
126	.²2 Reluctant, unwilling; योऽकामां दूषयेत्कन्यां स सद्यो वधमर्हति . Ms. 8. 364; also नाकामो दातुमर्हति.
126	.²3 Uninfluenced by, not subject to, love; भयादकामापि हि दृष्टिविभ्रमं Ś. 1. 23.
126	.²4 Unconscious, unintentional; अकामोपनतेनेव साधोर्हृदयमेनसा R. 10. 39 unconsciously committed.
126	.²5 The Sandhi which causes the dropping of a final र् before a following र्.
127	{%a.%}
127	Ved. not frustrating desire; शिक्षानरः प्रदिवो अकामकर्शनः Rv. 1. 53. 2.
128	{%a.%}
128	not smitten with desire or affection, free from desire, calm.
129	{%adv.%}
129	[अकाम-पञ्चम्यास्तसिल्]
129	Unwillingly, reluctantly, unintentionally, unconsciously; इतरे कृतवन्तस्तु पापान्येतान्यकामतः Ms. 9. 242; अकामतः कृते पापे प्रायश्चित्तं विदुर्बुधाः 11. 45; अकामतः कृतं पापं वेदाभ्यासेन शुध्यति 11. 46.
130	Absence of desire; न चैवेहास्त्यकामता Ms. 2. 2.
131	{%a.%}
131	[नास्ति कायो यस्य]
131	Without body, incorporeal.
132	.²1 An epithet of Rāhu, who is represented as having no body, but only a head.
132	.²2 Epithet of the Supreme Spirit (without body, parts &c.).
133	{%a.%}
133	[करोतीति कारः कृ-घञ् अण् वा, न˚ त˚]
133	Not doing or acting, void of action (क्रियारहित).
134	The letter अ; अक्षराणामकारोऽस्मि Bg. 10. 33.
135	{%a.%}
135	[न˚ ब˚]
135	Causeless, groundless, spontaneous; ˚मित्राणि सतां चेतांसि K. 37 disinterested friends; ईदृशो मां प्रत्यमीषाम् ˚स्नेहः U. 6.
136	Absence of a cause, motive, or ground;
